ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
because it matters i,2,HYBRID_SEMANTIC,S7,quadgrams,because matters i,3,,0,,,0,0.0,False
and makes it harder,2,HYBRID_SEMANTIC,S7,quadgrams,makes harder,2,,0,,,0,0.0,False
can we talk about,2,HYBRID_SEMANTIC,S7,quadgrams,talk about,2,,0,,,0,0.0,False
we talk about what,2,HYBRID_SEMANTIC,S7,quadgrams,talk about,2,,0,,,0,0.0,False
as i get older,2,HYBRID_SEMANTIC,S7,quadgrams,i get older,3,,0,,older,1,0.3333333333333333,False
ask them to watch,2,HYBRID_SEMANTIC,S7,quadgrams,ask watch,2,,0,,,0,0.0,False
and i ll tailor,2,HYBRID_SEMANTIC,S7,quadgrams,i ll tailor,3,,0,,,0,0.0,False
i ll tailor a,2,HYBRID_SEMANTIC,S7,quadgrams,i ll tailor,3,,0,,,0,0.0,False
are all consistent with,2,HYBRID_SEMANTIC,S7,quadgrams,all consistent,2,,0,,,0,0.0,False
even if she personally,2,HYBRID_SEMANTIC,S7,quadgrams,even she personally,3,,0,,,0,0.0,False
keep finances separate you,2,HYBRID_SEMANTIC,S7,quadgrams,keep finances separate,3,,0,,,0,0.0,False
the first year of,2,HYBRID_SEMANTIC,S7,quadgrams,first year,2,,0,,,0,0.0,False
first year of living,2,HYBRID_SEMANTIC,S7,quadgrams,first year living,3,,0,,,0,0.0,False
year of living in,2,HYBRID_SEMANTIC,S7,quadgrams,year living,2,,0,,,0,0.0,False
living in the same,2,HYBRID_SEMANTIC,S7,quadgrams,living same,2,,0,,,0,0.0,False
the same place if,2,HYBRID_SEMANTIC,S7,quadgrams,same place,2,,0,,,0,0.0,False
on a reversible visa,2,HYBRID_SEMANTIC,S7,quadgrams,reversible visa,2,,0,,visa,1,0.5,False
country and whether she,2,HYBRID_SEMANTIC,S7,quadgrams,country whether she,3,,0,,,0,0.0,False
she wants children i,2,HYBRID_SEMANTIC,S7,quadgrams,she wants children i,4,,0,,children,1,0.25,False
wants children i can,2,HYBRID_SEMANTIC,S7,quadgrams,wants children i,3,,0,,children,1,0.3333333333333333,False
you draft a specific,2,HYBRID_SEMANTIC,S7,quadgrams,draft specific,2,,0,,,0,0.0,False
t renegotiate under longing,2,HYBRID_SEMANTIC,S7,quadgrams,renegotiate under longing,3,,0,,,0,0.0,False
you become a team,2,HYBRID_SEMANTIC,S7,quadgrams,become team,2,,0,,,0,0.0,False
no large financial entanglements,2,HYBRID_SEMANTIC,S7,quadgrams,no large financial entanglements,4,,0,,,0,0.0,False
large financial entanglements for,2,HYBRID_SEMANTIC,S7,quadgrams,large financial entanglements,3,,0,,,0,0.0,False
conversation script and a,2,HYBRID_SEMANTIC,S7,quadgrams,conversation script,2,,0,,,0,0.0,False
stays consistent when you,2,HYBRID_SEMANTIC,S7,quadgrams,stays consistent,2,,0,,,0,0.0,False
now prove you love,2,HYBRID_SEMANTIC,S7,quadgrams,now prove love,3,,0,,love,1,0.3333333333333333,False
even small ones that,2,HYBRID_SEMANTIC,S7,quadgrams,even small ones,3,,0,,,0,0.0,False
small ones that ramp,2,HYBRID_SEMANTIC,S7,quadgrams,small ones ramp,3,,0,,,0,0.0,False
if she were and,2,HYBRID_SEMANTIC,S7,quadgrams,she were,2,,0,,,0,0.0,False
with cross cultural couples,2,HYBRID_SEMANTIC,S7,quadgrams,cross cultural couples,3,,0,,,0,0.0,False
help you script the,2,HYBRID_SEMANTIC,S7,quadgrams,help script,2,,0,,,0,0.0,False
way that s clear,2,HYBRID_SEMANTIC,S7,quadgrams,way clear,2,,0,,,0,0.0,False
if she wants kids,2,HYBRID_SEMANTIC,S7,quadgrams,she wants kids,3,,0,,,0,0.0,False
you fund so she,2,HYBRID_SEMANTIC,S7,quadgrams,fund she,2,,0,,,0,0.0,False
fund so she isn,2,HYBRID_SEMANTIC,S7,quadgrams,fund she isn,3,,0,,,0,0.0,False
the relationship from becoming,2,HYBRID_SEMANTIC,S7,quadgrams,relationship becoming,2,,0,,relationship,1,0.5,False
for paid help whether,2,HYBRID_SEMANTIC,S7,quadgrams,paid help whether,3,,0,,,0,0.0,False
paid help whether she,2,HYBRID_SEMANTIC,S7,quadgrams,paid help whether she,4,,0,,,0,0.0,False
home country healthcare access,2,HYBRID_SEMANTIC,S7,quadgrams,home country healthcare access,4,,0,,healthcare|health,2,0.25,False
medical evacuation coverage and,2,HYBRID_SEMANTIC,S7,quadgrams,medical evacuation coverage,3,,0,,medical,1,0.3333333333333333,False
her ability to say,2,HYBRID_SEMANTIC,S7,quadgrams,her ability say,3,,0,,,0,0.0,False
plan for serious illness,2,HYBRID_SEMANTIC,S7,quadgrams,plan serious illness,3,,0,,,0,0.0,False
care is the default,2,HYBRID_SEMANTIC,S7,quadgrams,care default,2,,0,,,0,0.0,False
to become my caregiver,2,HYBRID_SEMANTIC,S7,quadgrams,become my caregiver,3,,0,,,0,0.0,False
become my caregiver by,2,HYBRID_SEMANTIC,S7,quadgrams,become my caregiver,3,,0,,,0,0.0,False
my caregiver by default,2,HYBRID_SEMANTIC,S7,quadgrams,my caregiver default,3,,0,,,0,0.0,False
country and whether marriage,2,HYBRID_SEMANTIC,S7,quadgrams,country whether marriage,3,,0,,marriage,1,0.3333333333333333,False
can meet without her,2,HYBRID_SEMANTIC,S7,quadgrams,meet without her,3,,0,,,0,0.0,False
have at least a,2,HYBRID_SEMANTIC,S7,quadgrams,have least,2,,0,,,0,0.0,False
ve done a long,2,HYBRID_SEMANTIC,S7,quadgrams,done long,2,,0,,,0,0.0,False
finances or take on,2,HYBRID_SEMANTIC,S7,quadgrams,finances take,2,,0,,,0,0.0,False
or take on obligations,2,HYBRID_SEMANTIC,S7,quadgrams,take obligations,2,,0,,,0,0.0,False
to justify an irreversible,2,HYBRID_SEMANTIC,S7,quadgrams,justify irreversible,2,,0,,,0,0.0,False
separate finances no major,2,HYBRID_SEMANTIC,S7,quadgrams,separate finances no major,4,,0,,,0,0.0,False
and a liquidity buffer,2,HYBRID_SEMANTIC,S7,quadgrams,liquidity buffer,2,,0,,,0,0.0,False
is she influenced by,2,HYBRID_SEMANTIC,S7,quadgrams,she influenced,2,,0,,,0,0.0,False
explicitly i can help,2,HYBRID_SEMANTIC,S7,quadgrams,explicitly i help,3,,0,,,0,0.0,False
marriage money family aging,2,HYBRID_SEMANTIC,S7,quadgrams,marriage money family aging,4,,0,,marriage|aging,2,0.5,False
how soon she hopes,2,HYBRID_SEMANTIC,S7,quadgrams,how soon she hopes,4,,0,,,0,0.0,False
soon she hopes you,2,HYBRID_SEMANTIC,S7,quadgrams,soon she hopes,3,,0,,,0,0.0,False
she hopes you ll,2,HYBRID_SEMANTIC,S7,quadgrams,she hopes ll,3,,0,,,0,0.0,False
hopes you ll move,2,HYBRID_SEMANTIC,S7,quadgrams,hopes ll move,3,,0,,,0,0.0,False
ll help you turn,2,HYBRID_SEMANTIC,S7,quadgrams,ll help turn,3,,0,,,0,0.0,False
and go no go,2,HYBRID_SEMANTIC,S7,quadgrams,go no go,3,,0,,,0,0.0,False
do you most regret,2,HYBRID_SEMANTIC,S7,quadgrams,most regret,2,,0,,,0,0.0,False
you most regret in,2,HYBRID_SEMANTIC,S7,quadgrams,most regret,2,,0,,,0,0.0,False
most regret in years,2,HYBRID_SEMANTIC,S7,quadgrams,most regret years,3,,0,,,0,0.0,False
staged plan with checkpoints,2,HYBRID_SEMANTIC,S7,quadgrams,staged plan checkpoints,3,,0,,,0,0.0,False
the country whether she,2,HYBRID_SEMANTIC,S7,quadgrams,country whether she,3,,0,,,0,0.0,False
at months we assess,2,HYBRID_SEMANTIC,S7,quadgrams,months assess,2,,0,,,0,0.0,False
whether she supports your,2,HYBRID_SEMANTIC,S7,quadgrams,whether she supports,3,,0,,,0,0.0,False
trial stay no irreversible,2,HYBRID_SEMANTIC,S7,quadgrams,trial stay no irreversible,4,,0,,,0,0.0,False
stay no irreversible steps,2,HYBRID_SEMANTIC,S7,quadgrams,stay no irreversible steps,4,,0,,,0,0.0,False
stays warm respectful and,2,HYBRID_SEMANTIC,S7,quadgrams,stays warm respectful,3,,0,,,0,0.0,False
you want children i,2,HYBRID_SEMANTIC,S7,quadgrams,want children i,3,,0,,children,1,0.3333333333333333,False
avoided because you fear,2,HYBRID_SEMANTIC,S7,quadgrams,avoided because fear,3,,0,,,0,0.0,False
because you fear being,2,HYBRID_SEMANTIC,S7,quadgrams,because fear being,3,,0,,,0,0.0,False
you fear being pulled,2,HYBRID_SEMANTIC,S7,quadgrams,fear being pulled,3,,0,,,0,0.0,False
parents now and later,2,HYBRID_SEMANTIC,S7,quadgrams,parents now later,3,,0,,,0,0.0,False
the calendar now week,2,HYBRID_SEMANTIC,S7,quadgrams,calendar now week,3,,0,,,0,0.0,False
give this the best,2,HYBRID_SEMANTIC,S7,quadgrams,give best,2,,0,,,0,0.0,False
this the best chance,2,HYBRID_SEMANTIC,S7,quadgrams,best chance,2,,0,,,0,0.0,False
how to check ask,2,HYBRID_SEMANTIC,S7,quadgrams,how check ask,3,,0,,,0,0.0,False
is and whether she,2,HYBRID_SEMANTIC,S7,quadgrams,whether she,2,,0,,,0,0.0,False
marriage is expected and,2,HYBRID_SEMANTIC,S7,quadgrams,marriage expected,2,,0,,marriage,1,0.5,False
exit plan if the,2,HYBRID_SEMANTIC,S7,quadgrams,exit plan,2,,0,,,0,0.0,False
plan if the trial,2,HYBRID_SEMANTIC,S7,quadgrams,plan trial,2,,0,,,0,0.0,False
liquidity buffer so a,2,HYBRID_SEMANTIC,S7,quadgrams,liquidity buffer,2,,0,,,0,0.0,False
buffer so a crisis,2,HYBRID_SEMANTIC,S7,quadgrams,buffer crisis,2,,0,,,0,0.0,False
so a crisis doesn,2,HYBRID_SEMANTIC,S7,quadgrams,crisis doesn,2,,0,,,0,0.0,False
a crisis doesn t,2,HYBRID_SEMANTIC,S7,quadgrams,crisis doesn,2,,0,,,0,0.0,False
crisis doesn t force,2,HYBRID_SEMANTIC,S7,quadgrams,crisis doesn force,3,,0,,,0,0.0,False
doesn t force asset,2,HYBRID_SEMANTIC,S7,quadgrams,doesn force asset,3,,0,,,0,0.0,False
t force asset sales,2,HYBRID_SEMANTIC,S7,quadgrams,force asset sales,3,,0,,,0,0.0,False
force asset sales or,2,HYBRID_SEMANTIC,S7,quadgrams,force asset sales,3,,0,,,0,0.0,False
round trip ticket fixed,2,HYBRID_SEMANTIC,S7,quadgrams,round trip ticket fixed,4,,0,,,0,0.0,False
trip ticket fixed end,2,HYBRID_SEMANTIC,S7,quadgrams,trip ticket fixed end,4,,0,,,0,0.0,False
ticket fixed end date,2,HYBRID_SEMANTIC,S7,quadgrams,ticket fixed end date,4,,0,,,0,0.0,False
fixed end date keep,2,HYBRID_SEMANTIC,S7,quadgrams,fixed end date keep,4,,0,,,0,0.0,False
end date keep your,2,HYBRID_SEMANTIC,S7,quadgrams,end date keep,3,,0,,,0,0.0,False
date keep your home,2,HYBRID_SEMANTIC,S7,quadgrams,date keep home,3,,0,,,0,0.0,False
default where complex care,2,HYBRID_SEMANTIC,S7,quadgrams,default where complex care,4,,0,,,0,0.0,False
complex care happens whether,2,HYBRID_SEMANTIC,S7,quadgrams,complex care happens whether,4,,0,,,0,0.0,False
care happens whether either,2,HYBRID_SEMANTIC,S7,quadgrams,care happens whether either,4,,0,,,0,0.0,False
happens whether either of,2,HYBRID_SEMANTIC,S7,quadgrams,happens whether either,3,,0,,,0,0.0,False
would relocate for medical,2,HYBRID_SEMANTIC,S7,quadgrams,relocate medical,2,,0,,relocat|medical,2,0.5,False
week money family expectations,2,HYBRID_SEMANTIC,S7,quadgrams,week money family expectations,4,,0,,,0,0.0,False
in practice conflict repair,2,HYBRID_SEMANTIC,S7,quadgrams,practice conflict repair,3,,0,,,0,0.0,False
if talks go well,2,HYBRID_SEMANTIC,S7,quadgrams,talks go well,3,,0,,,0,0.0,False
