level,system,expression_group_layer,expression_group,expression_subgroup,ngram,total_count,row_occurrences,scenario_count,scenarios,matched_constraints,scenario_heavy_hits
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,code prompt constraints,2,1,1,S5,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,constrained launch parallel,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,constrained launch path,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,context pack builder,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,context pack tools,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,controls software constraints,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,for known limitations,2,1,1,S3,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,hard constraints from,2,1,1,S5,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,manual context pack,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,external blockers civitas,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,fewest external blockers,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,item challenge item,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,supply chain fragility,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,and penalty schedule,3,1,1,S3,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,timeline and required,3,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,central cloud dependency,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,contingent on passing,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,cost of disruption,2,1,1,S3,practicality_and_feasibility;temporal_dynamics,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,cost reduction vs,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,cost to maintain,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,costs blow up,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,defeat sunk cost,2,1,1,S7,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,detection proactive mitigation,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,high switching cost,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,high switching costs,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,hybrid failover costs,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,long term dependency,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,modular mitigates the,2,1,1,S1,,0
trigrams,AC15,cross_cutting,smoothing,main,no merged accounts,3,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,no merged finances,3,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,t merge finances,3,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,buy no merged,2,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,merge accounts don,2,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,merged finances keep,2,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,property no merged,2,1,1,S7,,0
trigrams,AC15,cross_cutting,smoothing,main,t merge accounts,2,1,1,S7,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,make us wrong,6,1,1,S1,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,contract doesn t,2,1,1,S1,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,convention hasn t,2,1,1,S5,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,danger isn t,2,1,1,S7,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,doesn t allow,2,1,1,S1,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,doesn t make,2,1,1,S3,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,doesn t mean,2,1,1,S5,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,doesn t steer,2,1,1,S5,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,hasn t been,2,1,1,S5,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,isn t about,2,1,1,S7,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,permissible and doesn,2,1,1,S1,,0
trigrams,AC15,cross_cutting,surfacing,confrontation,the contract doesn,2,1,1,S1,,0
trigrams,AC15,cross_cutting,surfacing,friction_exposed,external blockers civitas,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,cross_cutting,surfacing,friction_exposed,fewest external blockers,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,cross_cutting,surfacing,friction_exposed,hard constraints from,2,1,1,S5,practicality_and_feasibility,0
trigrams,AC15,cross_cutting,surfacing,hard_limit_refusal,won t amend,2,1,1,S3,,0
trigrams,AC15,cross_cutting,surfacing,tension_exposure,conflicts with apm,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,config portability transition,4,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,a phased notice,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,a phased start,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,change control staged,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,documented formats transition,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,if zones shift,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,phased notice to,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,phased start and,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,propose the staged,2,1,1,S7,,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,shifts pricing changes,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,sla commissioning phase,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,the staged plan,2,1,1,S7,,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,timelines transition assistance,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,transition assistance defined,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,click mark outdated,4,1,1,S5,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,deprecated created_at last_confirmed_at,3,1,1,S5,temporal_dynamics;truth_and_fact,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,marriage kids aging,3,1,1,S7,,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,superseded deprecated created_at,3,1,1,S5,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,a fresh eyes,2,1,1,S5,,1
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,as decaying cited,2,1,1,S5,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,decaying cited evidence,2,1,1,S5,temporal_dynamics;truth_and_fact,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,family expectations aging,2,1,1,S7,,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,fresh eyes escape,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,fresh eyes this,2,1,1,S5,,1
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,go stale because,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,history and stale,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,marriage children aging,2,1,1,S7,,1
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,no longer the,2,1,1,S3,,0
trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,task fresh eyes,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,past_present_future,about the future,3,1,1,S7,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,past_present_future,protects your future,2,1,1,S7,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,past_present_future,venture backed trajectory,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,past_present_future,whether her future,2,1,1,S7,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,a more robust,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,it holds up,2,1,1,S7,,0
trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,more robust nav,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,robust nav mode,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,supply chain fragility,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,to preserve leverage,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,near term opex,5,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,better near term,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,detect early enough,2,1,1,S3,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,health changes later,2,1,1,S7,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,long term dependency,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,market window without,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,month support horizon,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,predictable near term,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,reduces near term,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,summaries records later,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,support horizon with,2,1,1,S1,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,the near term,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,ttl vectors later,2,1,1,S5,,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,window a treat,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,window without sacrificing,2,1,1,S3,temporal_dynamics,0
trigrams,AC15,constraint_aligned,truth,fact_vs_interpretation,claims are truthful,2,1,1,S3,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,fact_vs_interpretation,inferred evidence_refs pr,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,plain_statement,honest answer is,2,1,1,S7,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,uncertainty_marking,nav uncertainty and,2,1,1,S3,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,created_at last_confirmed_at confidence,4,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,acceptance testing that,3,1,1,S1,,0
trigrams,AC15,constraint_aligned,truth,verification,constraint convention confirmedfix,3,1,1,S5,practicality_and_feasibility,0
trigrams,AC15,constraint_aligned,truth,verification,conventions confirmed fixes,3,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,deprecated created_at last_confirmed_at,3,1,1,S5,temporal_dynamics;truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,always show source,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,and council proof,2,1,1,S1,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,been confirmed in,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,chat evidence ttl,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,confirmed in days,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,decaying cited evidence,2,1,1,S5,temporal_dynamics;truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,documented formats transition,2,1,1,S1,temporal_dynamics,0
trigrams,AC15,constraint_aligned,truth,verification,evidence index ei,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,evidence lookup not,2,1,1,S5,truth_and_fact,0
trigrams,AC15,constraint_aligned,truth,verification,evidence not authority,2,1,1,S5,truth_and_fact,0
trigrams,AC15,cross_cutting,warning,main,approves low risk,2,1,1,S5,practicality_and_feasibility,0
trigrams,AC15,cross_cutting,warning,main,costs blow up,2,1,1,S1,,0
trigrams,AC15,cross_cutting,warning,main,danger isn t,2,1,1,S7,,0
trigrams,AC15,cross_cutting,warning,main,pursue this seriously,2,1,1,S7,,0
trigrams,AC15,cross_cutting,warning,main,risk while keeping,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15,cross_cutting,warning,main,the danger isn,2,1,1,S7,,0
trigrams,AC15,cross_cutting,warning,main,worried enough to,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,autonomy_sovereignty,multi_word_patterns,you choose between,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,autonomy_sovereignty,single_word_markers,you choose between,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,conditions,main,b whether the,3,1,1,S3,,0
trigrams,AC15P,cross_cutting,conditions,main,yours and whether,3,1,1,S7,,0
trigrams,AC15P,cross_cutting,conditions,main,check whether the,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,conditions,main,contingent on rev,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,conditions,main,days sprints unless,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,conditions,main,should we depends,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,conditions,main,sprints unless reaffirmed,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,conditions,main,unless filtered validated,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,conditions,main,unless you cap,2,1,1,S1,,0
trigrams,AC15P,cross_cutting,conditions,main,whether marriage children,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,multi_word_patterns,i would treat,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,may be underestimated,7,1,1,S1,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,how often do,3,1,1,S3,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,adr accepted may,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,balance usually lies,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,clarify how often,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,continuity mostly about,2,1,1,S5,temporal_dynamics,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,could become dependent,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,likely caused it,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,makes continuity mostly,2,1,1,S5,temporal_dynamics,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,may have more,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,may shift so,2,1,1,S3,temporal_dynamics,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,often you feel,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,s more likely,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,seeing you might,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,hedging,single_word_markers,short novagrid may,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,draft accepted superseded,4,1,1,S5,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,status draft accepted,3,1,1,S5,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,checks when possible,2,1,1,S5,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,possible iteration it,2,1,1,S1,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,possible paths symbols,2,1,1,S5,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,text status draft,2,1,1,S5,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,as paid pilot,2,1,1,S3,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,credible injury pathway,2,1,1,S3,imagination_and_possibility;truth_and_fact,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,keep a viable,2,1,1,S7,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,paid pilot la,2,1,1,S3,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,paid pilot limited,2,1,1,S3,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,pilot la until,2,1,1,S3,imagination_and_possibility,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,either a no,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,either of those,2,1,1,S7,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,neither is true,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,table for either,2,1,1,S7,,0
trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,you must either,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,care is plan,4,1,1,S7,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,exit plan cash,4,1,1,S7,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,la eap launch,4,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,created_at last_validated_at repo,3,1,1,S5,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,plan cash logistics,3,1,1,S7,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,plans controller configs,3,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,t delay start,3,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,a global launch,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,a launch definition,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,aging sickness plan,2,1,1,S7,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,before full rollout,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,bounded commercial launch,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,build out that,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,c gated launch,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,comms planning controller,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,limited availability early,4,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,constraints verified outcomes,3,1,1,S5,practicality_and_feasibility;truth_and_fact,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,under your constraints,3,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,a gated limited,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,a prohibited context,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,a realistic return,2,1,1,S7,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,as limited availability,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,bound on event,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,bounded commercial launch,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,bounded la eap,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,bounded mitigation is,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,constraint that steers,2,1,1,S5,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,context with links,2,1,1,S5,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,decisions constraints verified,2,1,1,S5,practicality_and_feasibility;truth_and_fact,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,gated limited availability,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,friction essential infrastructure,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,waiver friction essential,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,failure council budget,3,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,schedule slip or,3,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,total operating cost,3,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,adjustment budget volatility,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,an unbounded mitigation,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,and operating budgets,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,and operating cost,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,avoidable schedule risk,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,bounded mitigation is,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,budgets are separate,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,cloud subscription costs,2,1,1,S1,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,contingent on rev,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,cost continuity controls,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,cost of delaying,2,1,1,S3,practicality_and_feasibility,0
trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,crisis liquidity buffer,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,smoothing,main,balance usually lies,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,smoothing,main,the balance usually,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,smoothing,main,then the balance,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,surfacing,confrontation,a wrong conclusion,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,surfacing,confrontation,canonize a wrong,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,surfacing,confrontation,isn t catastrophic,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,surfacing,confrontation,partner isn t,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,surfacing,confrontation,those aren t,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,with hard filters,4,1,1,S5,,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,friction essential infrastructure,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,hard no fly,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,one hard conversation,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,opaque or hard,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,replaying messy attempts,2,1,1,S5,,0
trigrams,AC15P,cross_cutting,surfacing,friction_exposed,waiver friction essential,2,1,1,S1,practicality_and_feasibility,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,as non negotiable,4,2,2,S1;S3,,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,claims we cannot,2,1,1,S3,truth_and_fact,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,hard no fly,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,non negotiable reliability,2,1,1,S1,,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,system cannot guarantee,2,1,1,S3,,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,won t make,2,1,1,S7,,0
trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,won t protect,2,1,1,S3,,0
trigrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,a qualification phase,3,1,1,S3,temporal_dynamics,0
trigrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,access transition assistance,2,1,1,S1,temporal_dynamics,0
trigrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,extend trial shift,2,1,1,S7,temporal_dynamics,0
trigrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,fees transition assistance,2,1,1,S1,temporal_dynamics,0
