scenario,level,system,expression_group,expression_group_layer,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S5,trigrams,CONTROL,hedging,cross_cutting,likely to cause,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,likely to create,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,tend to preserve,2,,0,False
S5,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,did we choose,2,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,high signal sources,4,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,compatibility checks against,3,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,source date link,3,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,blocks volatile evidence,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,evidence items influenced,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,provenance from day,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,proximity existence checks,2,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,recency version checks,2,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,status timestamps provenance,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,timestamps provenance links,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,attempts speculative hypotheses,3,imagination_and_possibility;truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,debugging attempts speculative,2,imagination_and_possibility;truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,for debugging exploration,2,imagination_and_possibility,1,False
S5,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,superseded failed tentative,2,,0,False
S5,trigrams,HYBRID_3_5,conditions,cross_cutting,risk unless governed,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,conditions,cross_cutting,staleness risk unless,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay version proximity,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,for stable artifacts,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,fresh eyes default,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,is long horizon,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,long horizon and,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,provide fresh eyes,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,staleness risk unless,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,tends to preserve,2,,0,False
S5,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,vectors later keep,2,,0,False
S5,trigrams,HYBRID_3_5,warning,cross_cutting,risk unless governed,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,warning,cross_cutting,staleness risk unless,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,continuity more likely,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,is least likely,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,make continuity mostly,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,previously tried may,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,tends to preserve,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,the assistant may,2,,0,False
S5,trigrams,HYBRID_3_5,hedging,cross_cutting,tried may be,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,context establishment turns,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,create adr from,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,include a bounded,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,ship full vector,2,,0,False
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,the main plan,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,demand evidence retrieval,4,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,confirmed root cause,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,conventions glossary confirmed,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,diffable source linked,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,durable truth from,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,editable diffable source,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,evidence in b,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,higher authority sources,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,inspect edit disable,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,last verified at,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,irrelevant outdated never,3,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,outdated never use,3,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,can expire unless,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,click fresh eyes,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,durable truth from,2,truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,expire unless reaffirmed,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,fresh eyes constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,make staleness visible,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,one click fresh,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,attempts speculative debugging,2,imagination_and_possibility;truth_and_fact,1,False
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,from exploration exhaust,2,imagination_and_possibility,1,False
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,truth from exploration,2,imagination_and_possibility;truth_and_fact,2,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,canonical decisions constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,default decisions constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,eyes constraints only,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,fresh eyes constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,start with keyword,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,superseded links constraints,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,use constraints only,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,can expire unless,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,expire unless reaffirmed,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,whether chat can,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,authority and always,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,choose continuity via,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,high authority always,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,higher authority sources,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,time and authority,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,you choose continuity,2,temporal_dynamics,1,False
S5,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,kind of information,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,high anchoring risk,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,isolation argument risk,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,risk frequent retrieval,2,practicality_and_feasibility,1,False
S5,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,adr merged pr,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,docs merged code,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,merged code docs,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,code that doesn,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confidently remembered wrong,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,doesn t compile,2,,0,False
S5,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,non negotiable to,2,,0,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,a true pilot,3,imagination_and_possibility,1,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,complex care pathway,2,imagination_and_possibility,1,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,pilot plan with,2,imagination_and_possibility,1,False
S7,trigrams,AC15,imagination_and_possibility,constraint_aligned,plan so neither,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,about the future,3,temporal_dynamics,1,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,marriage kids aging,3,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,family expectations aging,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,health changes later,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,it holds up,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,marriage children aging,2,,0,True
S7,trigrams,AC15,temporal_projection,constraint_aligned,propose the staged,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,protects your future,2,temporal_dynamics,1,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,the staged plan,2,,0,False
S7,trigrams,AC15,temporal_projection,constraint_aligned,whether her future,2,temporal_dynamics,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,complex care plan,3,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,change the plan,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,defeat sunk cost,2,practicality_and_feasibility,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,health plan partner,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,pilot plan with,2,imagination_and_possibility,1,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,plan makes you,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,plan partner not,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,plan so neither,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,plan the next,2,,0,False
S7,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,schedule one call,2,practicality_and_feasibility,1,False
S7,trigrams,AC15,smoothing,cross_cutting,no merged accounts,3,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,no merged finances,3,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,t merge finances,3,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,buy no merged,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,merge accounts don,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,merged finances keep,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,property no merged,2,,0,False
S7,trigrams,AC15,smoothing,cross_cutting,t merge accounts,2,,0,False
S7,trigrams,AC15,conditions,cross_cutting,citizenship and whether,2,,0,False
S7,trigrams,AC15,conditions,cross_cutting,whether her future,2,temporal_dynamics,1,False
S7,trigrams,AC15,truth,constraint_aligned,honest answer is,2,truth_and_fact,1,False
S7,trigrams,AC15,truth,constraint_aligned,time based evidence,2,truth_and_fact,1,False
S7,trigrams,AC15,surfacing,cross_cutting,danger isn t,2,,0,False
S7,trigrams,AC15,surfacing,cross_cutting,isn t about,2,,0,False
S7,trigrams,AC15,warning,cross_cutting,danger isn t,2,,0,False
S7,trigrams,AC15,warning,cross_cutting,pursue this seriously,2,,0,False
S7,trigrams,AC15,warning,cross_cutting,the danger isn,2,,0,False
S7,trigrams,AC15,hedging,cross_cutting,could be love,2,,0,False
S7,trigrams,AC15,hedging,cross_cutting,kind of urgency,2,,0,False
S7,trigrams,AC15,hedging,cross_cutting,motivations could be,2,,0,False
S7,trigrams,AC15,hedging,cross_cutting,performers tend to,2,,0,False
S7,trigrams,AC15,hedging,cross_cutting,situation that typically,2,,0,False
S7,trigrams,AC15,hedging,cross_cutting,tends to sound,2,,0,False
S7,trigrams,AC15,autonomy_sovereignty,cross_cutting,decision authority if,2,,0,False
S7,trigrams,AC15,autonomy_sovereignty,cross_cutting,medical decision authority,2,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,care is plan,4,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,exit plan cash,4,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,plan cash logistics,3,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,a realistic return,2,practicality_and_feasibility,1,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,aging sickness plan,2,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,crisis liquidity buffer,2,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,exit plan and,2,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,friends healthcare plan,2,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,healthcare insurance plan,2,,0,False
S7,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,i m planning,2,,0,False
S7,trigrams,AC15P,conditions,cross_cutting,yours and whether,3,,0,False
S7,trigrams,AC15P,conditions,cross_cutting,whether marriage children,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,aging sickness plan,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,buy property early,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,country eventually aging,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,extend trial shift,2,temporal_dynamics,1,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,long term money,2,temporal_dynamics,1,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,she in years,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,shift to dual,2,temporal_dynamics,1,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,slow down a,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,talks early and,2,,0,False
S7,trigrams,AC15P,temporal_projection,constraint_aligned,trial shift to,2,temporal_dynamics,1,False
S7,trigrams,AC15P,imagination_and_possibility,constraint_aligned,either of those,2,,0,False
S7,trigrams,AC15P,imagination_and_possibility,constraint_aligned,keep a viable,2,,0,False
S7,trigrams,AC15P,imagination_and_possibility,constraint_aligned,table for either,2,,0,False
S7,trigrams,AC15P,truth,constraint_aligned,honest move is,2,truth_and_fact,1,False
S7,trigrams,AC15P,truth,constraint_aligned,the honest move,2,truth_and_fact,1,False
S7,trigrams,AC15P,truth,constraint_aligned,your mind honest,2,truth_and_fact,1,False
S7,trigrams,AC15P,warning,cross_cutting,if serious illness,2,,0,False
S7,trigrams,AC15P,warning,cross_cutting,serious illness occurs,2,,0,False
S7,trigrams,AC15P,warning,cross_cutting,that reduces risk,2,practicality_and_feasibility,1,False
S7,trigrams,AC15P,hedging,cross_cutting,clarify how often,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,could become dependent,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,likely caused it,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,may have more,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,often you feel,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,seeing you might,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,track how often,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,usually sounds like,2,,0,False
S7,trigrams,AC15P,hedging,cross_cutting,you could become,2,,0,False
S7,trigrams,AC15P,surfacing,cross_cutting,isn t catastrophic,2,,0,False
S7,trigrams,AC15P,surfacing,cross_cutting,one hard conversation,2,,0,False
S7,trigrams,AC15P,surfacing,cross_cutting,partner isn t,2,,0,False
S7,trigrams,AC15P,surfacing,cross_cutting,won t make,2,,0,False
S7,trigrams,CONTROL,temporal_projection,constraint_aligned,a staged path,3,,0,False
S7,trigrams,CONTROL,temporal_projection,constraint_aligned,a staged approach,2,,0,False
S7,trigrams,CONTROL,temporal_projection,constraint_aligned,respects a staged,2,,0,False
S7,trigrams,CONTROL,temporal_projection,constraint_aligned,staged path that,2,,0,False
S7,trigrams,CONTROL,temporal_projection,constraint_aligned,still early for,2,,0,False
S7,trigrams,CONTROL,surfacing,cross_cutting,doesn t consume,3,,0,False
S7,trigrams,CONTROL,surfacing,cross_cutting,meaningful green flags,2,,0,False
S7,trigrams,CONTROL,surfacing,cross_cutting,said it plainly,2,,0,False
S7,trigrams,CONTROL,surfacing,cross_cutting,t avoid disagreements,2,,0,False
S7,trigrams,CONTROL,conditions,cross_cutting,plus whether you,3,,0,False
S7,trigrams,CONTROL,conditions,cross_cutting,country whether you,2,,0,False
S7,trigrams,CONTROL,truth,constraint_aligned,make sure to,2,,0,False
S7,trigrams,CONTROL,truth,constraint_aligned,real life test,2,,0,False
S7,trigrams,CONTROL,truth,constraint_aligned,said it plainly,2,,0,False
S7,trigrams,CONTROL,truth,constraint_aligned,test the most,2,,0,False
S7,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,a funded plan,2,,0,False
S7,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,beneficiary plan that,2,,0,False
S7,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,least one planned,2,,0,False
S7,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,plan that keeps,2,,0,False
S7,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,plan what happens,2,,0,False
S7,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,timeline money and,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,CONTROL,warning,cross_cutting,risk before permanence,2,practicality_and_feasibility,1,False
S7,trigrams,CONTROL,warning,cross_cutting,your risk profile,2,practicality_and_feasibility,1,False
S7,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,choosing you because,2,,0,False
S7,trigrams,CONTROL,hedging,cross_cutting,complex care may,2,,0,False
S7,trigrams,CONTROL,hedging,cross_cutting,may be less,2,,0,False
S7,trigrams,CONTROL,hedging,cross_cutting,may be underestimating,2,,0,False
S7,trigrams,CONTROL,hedging,cross_cutting,may bring urgency,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,may not want,6,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,i might not,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,love tends to,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,might not move,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,often correlates with,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,often surfaces the,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,think i might,2,,0,False
S7,trigrams,HYBRID_3_5,hedging,cross_cutting,this often surfaces,2,,0,False
S7,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,long term compromise,3,temporal_dynamics,1,False
S7,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,aging health and,2,,0,True
S7,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,fake over time,2,temporal_dynamics,1,False
S7,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,good long term,2,temporal_dynamics,1,False
S7,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,protect your future,2,temporal_dynamics,1,False
S7,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,stages so i,2,,0,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,funded emergency plan,3,,0,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,a monthly budget,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,a real timeline,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints and reduces,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,create a credible,2,truth_and_fact,1,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,exit plan that,2,,0,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,marriage and timeline,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,plan that fits,2,,0,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,ready to relocate,2,,0,False
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,split base plan,2,,0,False
S7,trigrams,HYBRID_3_5,truth,constraint_aligned,confirm visa type,2,truth_and_fact,1,False
S7,trigrams,HYBRID_3_5,truth,constraint_aligned,ve tested ordinary,2,,0,False
S7,trigrams,HYBRID_3_5,surfacing,cross_cutting,gate non negotiable,2,,0,False
S7,trigrams,HYBRID_3_5,surfacing,cross_cutting,often surfaces the,2,,0,False
S7,trigrams,HYBRID_3_5,surfacing,cross_cutting,surfaces the real,2,,0,False
S7,trigrams,HYBRID_3_5,surfacing,cross_cutting,this often surfaces,2,,0,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,at higher risk,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,biggest structural risk,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,higher risk of,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,main risk is,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,risk if i,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,structural risk if,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,warning,cross_cutting,your main risk,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,choosing relief from,2,,0,False
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,decide one of,2,,0,False
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,or choosing relief,2,,0,False
S7,trigrams,HYBRID_3_5,conditions,cross_cutting,whether she expects,2,,0,False
S7,trigrams,HYBRID_3_5,conditions,cross_cutting,whether you feel,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,may be missing,8,,0,False
S7,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,where you may,3,,0,False
S7,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,is more likely,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,may want to,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,doesn t force,3,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,a crisis doesn,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,and conflict repair,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,crisis doesn t,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,doesn t ask,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,in practice conflict,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,isn t proof,2,truth_and_fact,1,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,life and conflict,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,practice conflict repair,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,draft a specific,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,happens whether either,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,imagine our plan,2,imagination_and_possibility,1,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,a liquidity buffer,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,building a relationship,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,healthcare exit plan,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,imagine our plan,2,imagination_and_possibility,1,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,limits marriage timeline,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,liquidity buffer so,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,our plan is,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,plan for serious,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,plan with checkpoints,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,practical things matter,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,generate real evidence,2,truth_and_fact,1,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,isn t proof,2,truth_and_fact,1,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,risk checks a,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,test does the,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,testing whether the,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,to check ask,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,your risk checks,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,catastrophic medical risk,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,caution looks like,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,complex care risk,2,practicality_and_feasibility,1,False
