scenario,level,system,expression_group,expression_group_layer,expression_subgroup,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,care happens whether,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,commitment depends on,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,country whether she,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,happens whether either,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,paid help whether,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,testing whether the,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,tension_as_fuel,happens whether either,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,a liquidity buffer,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,limits marriage timeline,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,liquidity buffer so,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,sunk cost momentum,2,practicality_and_feasibility;temporal_dynamics,2,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,timeline money norms,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,timeline she s,2,practicality_and_feasibility;temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,practical things matter,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,regret in years,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,the long term,2,temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,past_present_future,your age trajectory,2,temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,i slow down,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,the gap becomes,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,multi_word_patterns,may want to,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,tension_exposure,and conflict repair,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,tension_exposure,in practice conflict,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,tension_exposure,life and conflict,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,tension_exposure,practice conflict repair,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,would make us wrong,6,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,contract doesn t allow,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,is permissible and doesn,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,make us wrong a,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,make us wrong the,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,permissible and doesn t,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,confrontation,the contract doesn t,2,,0,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,data config portability transition,4,temporal_dynamics;truth_and_fact,2,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,config portability transition assistance,3,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,a phased notice to,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,a phased start and,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,documented formats transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,formats transition assistance defined,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,in documented formats transition,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,phased notice to proceed,2,temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,timeline and required controls,3,practicality_and_feasibility;temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,civitas modular mitigates the,2,,0,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost and complexity that,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost to maintain the,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,maintenance cost reduction vs,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,on schedule if novagrid,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,schedule exhibit with long,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,schedule if novagrid can,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,with timeline and required,2,practicality_and_feasibility;temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,a phased start and,2,temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,ownership of timing plans,2,,0,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans configs logs performance,2,,0,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans configurations logs performance,2,,0,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,timing plans configurations logs,2,,0,False
S1,quadgrams,AC15,truth,constraint_aligned,verification,acceptance testing that includes,2,,0,False
S1,quadgrams,AC15,truth,constraint_aligned,verification,documented formats transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,AC15,truth,constraint_aligned,verification,in documented formats transition,2,temporal_dynamics,1,False
S1,quadgrams,AC15,truth,constraint_aligned,verification,less long run evidence,2,truth_and_fact,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,fewest external blockers civitas,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,surfacing,cross_cutting,friction_exposed,fewest external blockers civitas,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,a week selection window,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,month support horizon with,2,,0,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,more predictable near term,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,predictable near term opex,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,robustness_and_resilience,want to preserve leverage,2,,0,False
S1,quadgrams,AC15,warning,cross_cutting,main,and lock in risk,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,hedging,cross_cutting,single_word_markers,standard controllers typically mean,2,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,it may be underestimated,7,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,likely narrative if there,3,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,in short novagrid may,2,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,that tends to favor,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,transition assistance clause pre,5,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,access transition assistance clause,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,punitive fees transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,without punitive fees transition,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,can t delay start,3,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,timing plans controller configs,3,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,configs plans logs documented,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,export of configs plans,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,of configs plans logs,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,path to start on,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans controller configs detector,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans logs documented interfaces,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans time of day,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,t delay start constraint,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,can t delay start,3,,0,False
S1,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,prove it won t,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,a week award window,3,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,window novagrid also triggers,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,failure council budget chair,3,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,one failure council budget,3,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,adjustable cloud subscription costs,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,and operating budgets are,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,becomes a schedule risk,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,capital and operating budgets,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,dependency inside a week,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,operating budgets are separate,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,probability of schedule slip,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,reduce schedule certainty and,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,truth,constraint_aligned,verification,configs plans logs documented,2,,0,False
S1,quadgrams,AC15P,truth,constraint_aligned,verification,have procurement legal confirm,2,truth_and_fact,1,False
S1,quadgrams,AC15P,truth,constraint_aligned,verification,logs documented interfaces apis,2,,0,False
S1,quadgrams,AC15P,truth,constraint_aligned,verification,ownership full export documented,2,,0,False
S1,quadgrams,AC15P,truth,constraint_aligned,verification,plans logs documented interfaces,2,,0,False
S1,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,path_toward_feasibility,path to start on,2,,0,False
S1,quadgrams,AC15P,warning,cross_cutting,main,becomes a schedule risk,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,warning,cross_cutting,main,risk stack for essential,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,warning,cross_cutting,main,risk vendor responsiveness and,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,warning,cross_cutting,main,schedule risk regardless of,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,warning,cross_cutting,main,schedule risk we are,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,waiver friction essential infrastructure,2,practicality_and_feasibility,1,True
S1,quadgrams,AC15P,surfacing,cross_cutting,friction_exposed,waiver friction essential infrastructure,2,practicality_and_feasibility,1,True
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,t delay start constraint,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,the week award constraint,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,at end of life,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,certainty and increase lifecycle,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,no longer the safe,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,past_present_future,migrates in the future,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,possible iteration it required,2,imagination_and_possibility,1,False
S1,quadgrams,AC15P,hedging,cross_cutting,multi_word_patterns,that tends to favor,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,how it could bite,6,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,it could bite you,4,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,lead time that could,3,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,likely narrative if something,3,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,time that could push,3,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,could change the answer,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,could push the integrated,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,it could bite year,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,modular tends to win,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,that could push the,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,long term o m,4,temporal_dynamics,1,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,ability to change later,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,delivered early milestone based,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,documentation delivered early milestone,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,early milestone based payments,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,interface documentation delivered early,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,o m cost predictability,4,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,a revised schedule that,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,revised schedule that still,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,schedule that still meets,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,slas incident rca timelines,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,term o m cost,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,surfacing,cross_cutting,confrontation,emergency services isn t,4,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,past_present_future,to compete future components,3,temporal_dynamics,1,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,past_present_future,right to compete future,2,temporal_dynamics,1,False
S1,quadgrams,CONTROL,conditions,cross_cutting,main,recommendation unless novagrid can,3,,0,False
S1,quadgrams,CONTROL,conditions,cross_cutting,main,unless novagrid can clear,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,a staged rollout plan,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,and a staged rollout,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,staged rollout plan with,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,a staged rollout plan,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,and a staged rollout,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,staged rollout plan with,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,cloud exception path practical,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,emergency services incident adaptive,2,temporal_dynamics,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,is case by case,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,the city s constraints,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,truth,constraint_aligned,uncertainty_marking,waiver week review uncertain,2,truth_and_fact,1,False
S1,quadgrams,CONTROL,truth,constraint_aligned,uncertainty_marking,week review uncertain outcome,2,truth_and_fact,1,False
S1,quadgrams,CONTROL,truth,constraint_aligned,verification,export test as an,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,robustness_and_resilience,to preserve exit leverage,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,multi_word_patterns,modular tends to win,2,,0,False
S1,quadgrams,CONTROL,warning,cross_cutting,main,a higher governance risk,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,warning,cross_cutting,main,higher governance risk architecture,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,isn t hostage priced,4,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,exit isn t hostage,3,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,so exit isn t,3,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,wrong in year one,3,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,doesn t mean novagrid,2,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,something minor goes wrong,2,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,that doesn t mean,2,,0,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,pre priced transition assistance,3,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,data export transition assistance,2,temporal_dynamics;truth_and_fact,2,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,transition assistance rates and,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,transition assistance rates pre,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,predictable long term operating,3,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,less long horizon evidence,2,truth_and_fact,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,most predictable long term,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,spares plan delivered early,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,export timing plans config,3,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,ownership export timing plans,3,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,timing plans config logs,3,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,a spares plan delivered,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,evp incident plans integrations,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,spares plan delivered early,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,acceptance testing and contract,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,added integration testing complexity,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,an escalation stress test,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,api interface access documented,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,documented formats include a,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,documented formats sample export,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,exportable in documented formats,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,in documented formats include,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,in documented formats sample,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,less long horizon evidence,2,truth_and_fact,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,90k annual cloud cost,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,costs while still delivering,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,net effect tighter budgets,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,operating costs while still,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,real schedule critical path,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,term operating cost stability,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,term operating costs while,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,year s tighter budget,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,risk lock in resilience,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,term operating cost stability,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,and narrative risk even,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,at risk due to,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,narrative risk even if,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,risk and narrative risk,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,risk if you share,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,risk lock in resilience,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,the lowest approval friction,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,friction_exposed,the lowest approval friction,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,uncertainty_marking,avoids the most uncertain,2,truth_and_fact,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,is the main constraint,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,single_word_markers,so the modular choice,2,,0,False
S1,quadgrams,HYBRID_3_5,conditions,cross_cutting,main,unless novagrid s incident,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,transition assistance priced now,6,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,priced transition assistance incident,4,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,a phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,and transition assistance priced,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,cost exposure operational maturity,2,practicality_and_feasibility;temporal_dynamics,3,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,documented formats exit transition,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,documented formats priced transition,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,exit and transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,exit transition assistance priced,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,formats exit transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans logs and performance,3,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,timing plans logs and,3,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,a phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,phased rollout pilot corridor,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,rollout pilot corridor first,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,scenarios must be implemented,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,start with a pilot,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,tested time to deploy,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,time to implement detours,2,practicality_and_feasibility,1,False
