scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count
S7,Scenario 7 - Trigrams,trigrams,AC15P,exit plan and,2,3,404,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,friends healthcare plan,2,3,423,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,healthcare,1,0.333333,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,healthcare insurance plan,2,3,440,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,healthcare,1,0.333333,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,i m planning,2,3,470,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,planning,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,independence plan language,2,3,502,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,insurance plan remains,2,3,505,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,my care plan,2,3,589,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,next step if,2,3,598,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,next step,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,plan a paid,2,3,656,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,plan ability to,2,3,657,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,plan remains unaffordable,2,3,659,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,plan visa work,2,3,662,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,visa,1,0.333333,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,she in years,2,3,708,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,temporal_projection,1,in years,constraint_aligned,1,0,temporal_projection:time_horizons,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,slow down a,2,3,718,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,temporal_projection,1,slow down,constraint_aligned,1,0,temporal_projection:change_and_rate,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,split shared costs,2,3,724,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,costs,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,table for either,2,3,743,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,imagination_and_possibility,1,either,constraint_aligned,1,0,imagination_and_possibility:tension_as_fuel,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,talks early and,2,3,745,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,temporal_projection,1,early,constraint_aligned,1,0,temporal_projection:time_horizons,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,two track plan,2,3,831,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,that reduces risk,2,3,754,16662,0.00012,1,AC15P,2,2,0.6667,,False,practicality_and_feasibility,1,risk,,0,0.0,False,warning,1,risk,cross_cutting,0,1,warning:main,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,clarify how often,2,3,362,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,hedging,1,often,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,could become dependent,2,3,371,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,hedging,1,could,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,if serious illness,2,3,480,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,warning,1,serious,cross_cutting,0,1,warning:main,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,isn t catastrophic,2,3,515,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,surfacing,1,isn t,cross_cutting,0,1,surfacing:confrontation,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,likely caused it,2,3,538,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,may have more,2,3,567,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,hedging,1,may,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,often you feel,2,3,623,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,hedging,1,often,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,one hard conversation,2,3,631,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,surfacing,1,hard,cross_cutting,0,1,surfacing:friction_exposed,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,partner isn t,2,3,649,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,partner,1,0.5,False,surfacing,1,isn t,cross_cutting,0,1,surfacing:confrontation,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,seeing you might,2,3,699,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,hedging,1,might,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,serious illness occurs,2,3,703,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,warning,1,serious,cross_cutting,0,1,warning:main,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,track how often,2,3,821,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,hedging,1,often,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,usually sounds like,2,3,836,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,hedging,1,usually,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,whether marriage children,2,3,881,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,children;marriage,2,0.666667,False,conditions,1,whether,cross_cutting,0,1,conditions:main,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,won t make,2,3,895,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,surfacing,1,won t,cross_cutting,0,1,surfacing:hard_limit_refusal,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,you could become,2,3,916,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,hedging,1,could,cross_cutting,0,1,hedging:single_word_markers,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,a reversible experiment,2,3,288,16662,0.00012,1,AC15P,2,2,0.6667,,False,imagination_and_possibility,1,experiment,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,boundaries no loans,2,3,343,16662,0.00012,1,AC15P,2,3,1.0,,False,imagination_and_possibility,1,boundaries,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,a location where,2,3,279,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,a process where,2,3,286,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,a slow yes,2,3,290,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,a two track,2,3,293,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,access to funds,2,3,296,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,affection remain when,2,3,298,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,affection,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,after calls visits,2,3,300,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,after i move,2,3,301,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,any avoidance any,2,3,323,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,any pressure any,2,3,324,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,are time sensitive,2,3,326,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,are yours gym,2,3,327,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,as translator handler,2,3,328,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,ask what she,2,3,330,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,autonomy there language,2,3,336,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,best local private,2,3,342,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,care needs rise,2,3,355,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,care would happen,2,3,356,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,cash logistics to,2,3,357,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,caused it then,2,3,358,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,clarity on kids,2,3,363,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,class cowork volunteer,2,3,364,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,coercion around money,2,3,366,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,country and how,2,3,372,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,country these are,2,3,375,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,decision checkpoints on,2,3,379,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,decision extend trial,2,3,380,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,decision not just,2,3,381,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,did i feel,2,3,384,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,does affection remain,2,3,390,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,affection,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,end of months,2,3,399,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,expect to observe,2,3,406,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,expected for parents,2,3,407,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,feel calm vs,2,3,411,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,financially and practically,2,3,413,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,for last chance,2,3,418,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,last chance,1,1.0,True,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,forks kids money,2,3,422,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,friends not cynics,2,3,424,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,give loan significant,2,3,426,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,giving up local,2,3,427,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,grounded friends not,2,3,431,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,guilt or punishment,2,3,432,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,gym class cowork,2,3,433,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,have the fork,2,3,436,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,healthy response disappointment,2,3,441,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,her as translator,2,3,445,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,her gym class,2,3,447,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,her home or,2,3,448,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,home giving up,2,3,450,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,hours if needed,2,3,452,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,how to see,2,3,456,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,how would i,2,3,458,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,hub or back,2,3,460,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,i m doing,2,3,469,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,i move what,2,3,472,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,if care needs,2,3,478,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,important to her,2,3,492,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,in two years,2,3,498,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,increasing urgency as,2,3,501,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,independence real separate,2,3,503,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,key forks kids,2,3,526,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,kids money visa,2,3,527,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,visa,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,language friends healthcare,2,3,528,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,healthcare,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,language study your,2,3,530,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,language tutor two,2,3,531,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,least the first,2,3,534,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,leave within hours,2,3,535,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,liquid emergency reserve,2,3,539,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,ll stay with,2,3,544,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,loan significant money,2,3,545,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,loans gifts property,2,3,546,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,loans no property,2,3,547,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,local private vs,2,3,548,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,location where you,2,3,549,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,marriage at these,2,3,561,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,marriage,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,marriage where home,2,3,565,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,marriage,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,means you should,2,3,573,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,minutes what happened,2,3,575,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,misalignment on children,2,3,576,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,children,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,mode not vacation,2,3,577,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,money family care,2,3,578,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,money family healthcare,2,3,579,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,healthcare,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,money or buy,2,3,580,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,months before permanent,2,3,583,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,more predictive than,2,3,586,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,need her to,2,3,591,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,negotiables write them,2,3,596,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,next visit live,2,3,600,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,no loans gifts,2,3,603,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,no loans no,2,3,604,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,non negotiables write,2,3,605,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,not just feelings,2,3,612,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,now outside calibration,2,3,617,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,obligations what support,2,3,619,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,on her gym,2,3,625,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,on key forks,2,3,626,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,one complex event,2,3,630,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,one more question,2,3,632,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,one way door,2,3,634,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,opener i don,2,3,636,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,opener i want,2,3,637,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,parents siblings now,2,3,646,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,parents siblings time,2,3,647,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
