scenario,level,system,first_class_group,ngram,count,matched_terms
S7,trigrams,HYBRID_3_5,surfacing.friction_exposed,often surfaces the,2,often|surfaces
S7,trigrams,HYBRID_3_5,surfacing.friction_exposed,surfaces the real,2,surfaces
S7,trigrams,AC15P,surfacing.hard_limit_refusal,non negotiables write,2,non negotiable
S7,trigrams,AC15P,surfacing.hard_limit_refusal,won t make,2,won t
S7,trigrams,HYBRID_3_5,surfacing.hard_limit_refusal,gate non negotiable,2,non negotiable
S7,trigrams,CONTROL,surfacing.confrontation,doesn t consume,3,doesn|doesn t
S7,trigrams,CONTROL,surfacing.confrontation,said it plainly,2,plainly
S7,trigrams,AC15,surfacing.confrontation,isn t about,2,isn t
S7,trigrams,AC15,surfacing.confrontation,the danger isn,2,danger|the danger is
S7,trigrams,AC15,surfacing.confrontation,danger isn t,2,danger|isn t
S7,trigrams,AC15P,surfacing.confrontation,partner isn t,2,isn t
S7,trigrams,AC15P,surfacing.confrontation,isn t catastrophic,2,isn t
S7,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,doesn t force,3,doesn|doesn t
S7,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,isn t proof,2,isn t|proof
S7,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,doesn t ask,2,doesn|doesn t
S7,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,a crisis doesn,2,doesn
S7,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,crisis doesn t,2,doesn|doesn t
S7,trigrams,CONTROL,surfacing.tension_exposure,t avoid disagreements,2,disagreements
S7,trigrams,HYBRID_SEMANTIC,surfacing.tension_exposure,life and conflict,2,conflict
S7,trigrams,HYBRID_SEMANTIC,surfacing.tension_exposure,and conflict repair,2,conflict
S7,trigrams,HYBRID_SEMANTIC,surfacing.tension_exposure,in practice conflict,2,conflict
S7,trigrams,HYBRID_SEMANTIC,surfacing.tension_exposure,practice conflict repair,2,conflict
S7,trigrams,AC15,smoothing,t merge finances,3,merge
S7,trigrams,AC15,smoothing,no merged accounts,3,merged
S7,trigrams,AC15,smoothing,no merged finances,3,merged
S7,trigrams,AC15,smoothing,property no merged,2,merged
S7,trigrams,AC15,smoothing,merged finances keep,2,merged
S7,trigrams,AC15,smoothing,t merge accounts,2,merge
S7,trigrams,AC15,smoothing,merge accounts don,2,merge
S7,trigrams,AC15,smoothing,buy no merged,2,merged
S7,trigrams,CONTROL,hedging,may bring urgency,2,may
S7,trigrams,CONTROL,hedging,complex care may,2,may
S7,trigrams,CONTROL,hedging,may be less,2,may
S7,trigrams,CONTROL,hedging,may be underestimating,2,may
S7,trigrams,AC15,hedging,motivations could be,2,could|could be
S7,trigrams,AC15,hedging,could be love,2,could|could be
S7,trigrams,AC15,hedging,performers tend to,2,tend
S7,trigrams,AC15,hedging,tends to sound,2,tends|tends to
S7,trigrams,AC15,hedging,kind of urgency,2,kind of
S7,trigrams,AC15,hedging,situation that typically,2,typically
S7,trigrams,AC15P,hedging,may have more,2,may
S7,trigrams,AC15P,hedging,track how often,2,often
S7,trigrams,AC15P,hedging,often you feel,2,often
S7,trigrams,AC15P,hedging,clarify how often,2,often
S7,trigrams,AC15P,hedging,likely caused it,2,likely
S7,trigrams,AC15P,hedging,usually sounds like,2,usually
S7,trigrams,AC15P,hedging,opener i don,2,i d
S7,trigrams,AC15P,hedging,seeing you might,2,might
S7,trigrams,AC15P,hedging,you could become,2,could|could be
S7,trigrams,AC15P,hedging,could become dependent,2,could|could be
S7,trigrams,HYBRID_3_5,hedging,may not want,6,may
S7,trigrams,HYBRID_3_5,hedging,often correlates with,2,often
S7,trigrams,HYBRID_3_5,hedging,think i might,2,might
S7,trigrams,HYBRID_3_5,hedging,i might not,2,might
S7,trigrams,HYBRID_3_5,hedging,might not move,2,might
S7,trigrams,HYBRID_3_5,hedging,this often surfaces,2,often|surfaces
S7,trigrams,HYBRID_3_5,hedging,often surfaces the,2,often|surfaces
S7,trigrams,HYBRID_3_5,hedging,love tends to,2,tends|tends to
S7,trigrams,HYBRID_SEMANTIC,hedging,may be missing,8,may
S7,trigrams,HYBRID_SEMANTIC,hedging,where you may,3,may
S7,trigrams,HYBRID_SEMANTIC,hedging,may want to,2,may|may want
S7,trigrams,HYBRID_SEMANTIC,hedging,is more likely,2,likely
S7,trigrams,CONTROL,warning,your risk profile,2,risk
S7,trigrams,CONTROL,warning,risk before permanence,2,risk
S7,trigrams,AC15,warning,pursue this seriously,2,seriously
S7,trigrams,AC15,warning,the danger isn,2,danger|the danger is
S7,trigrams,AC15,warning,danger isn t,2,danger|isn t
S7,trigrams,AC15P,warning,that reduces risk,2,risk
S7,trigrams,AC15P,warning,if serious illness,2,serious
S7,trigrams,AC15P,warning,serious illness occurs,2,serious
S7,trigrams,HYBRID_3_5,warning,at higher risk,2,risk
S7,trigrams,HYBRID_3_5,warning,higher risk of,2,risk
S7,trigrams,HYBRID_3_5,warning,biggest structural risk,2,risk
S7,trigrams,HYBRID_3_5,warning,structural risk if,2,risk
S7,trigrams,HYBRID_3_5,warning,risk if i,2,risk
S7,trigrams,HYBRID_3_5,warning,your main risk,2,risk
S7,trigrams,HYBRID_3_5,warning,main risk is,2,risk
S7,trigrams,HYBRID_SEMANTIC,warning,your risk checks,2,checks|risk
S7,trigrams,HYBRID_SEMANTIC,warning,risk checks a,2,checks|risk
S7,trigrams,HYBRID_SEMANTIC,warning,complex care risk,2,risk
S7,trigrams,HYBRID_SEMANTIC,warning,catastrophic medical risk,2,risk
S7,trigrams,HYBRID_SEMANTIC,warning,plan for serious,2,plan|plan for|serious
S7,trigrams,HYBRID_SEMANTIC,warning,for serious illness,2,serious
S7,trigrams,HYBRID_SEMANTIC,warning,caution looks like,2,caution
S7,trigrams,CONTROL,conditions,plus whether you,3,whether
S7,trigrams,CONTROL,conditions,country whether you,2,whether
S7,trigrams,AC15,conditions,whether her future,2,future|whether
S7,trigrams,AC15,conditions,citizenship and whether,2,whether
S7,trigrams,AC15P,conditions,yours and whether,3,whether
S7,trigrams,AC15P,conditions,whether marriage children,2,whether
S7,trigrams,HYBRID_3_5,conditions,whether she expects,2,whether
S7,trigrams,HYBRID_3_5,conditions,whether you feel,2,whether
S7,trigrams,HYBRID_SEMANTIC,conditions,testing whether the,2,testing|whether
S7,trigrams,HYBRID_SEMANTIC,conditions,commitment depends on,2,depends|depends on
S7,trigrams,HYBRID_SEMANTIC,conditions,paid help whether,2,whether
S7,trigrams,HYBRID_SEMANTIC,conditions,country whether she,2,whether
S7,trigrams,HYBRID_SEMANTIC,conditions,care happens whether,2,whether
S7,trigrams,HYBRID_SEMANTIC,conditions,happens whether either,2,either|whether
S7,trigrams,CONTROL,autonomy_sovereignty,choosing you because,2,choosing
S7,trigrams,AC15,autonomy_sovereignty,medical decision authority,2,authority
S7,trigrams,AC15,autonomy_sovereignty,decision authority if,2,authority
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,or choosing relief,2,choosing
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,choosing relief from,2,choosing
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,decide one of,2,decide
S1,quadgrams,CONTROL,truth.verification,export test as an,2,test
S1,quadgrams,AC15,truth.verification,less long run evidence,2,evidence
S1,quadgrams,AC15,truth.verification,in documented formats transition,2,documented|transit|transition
S1,quadgrams,AC15,truth.verification,documented formats transition assistance,2,documented|transit|transition
S1,quadgrams,AC15,truth.verification,acceptance testing that includes,2,testing
S1,quadgrams,AC15P,truth.verification,have procurement legal confirm,2,confirm
S1,quadgrams,AC15P,truth.verification,ownership full export documented,2,documented
S1,quadgrams,AC15P,truth.verification,configs plans logs documented,2,documented|plans
S1,quadgrams,AC15P,truth.verification,plans logs documented interfaces,2,documented|plans
S1,quadgrams,AC15P,truth.verification,logs documented interfaces apis,2,documented
S1,quadgrams,HYBRID_3_5,truth.verification,standards models multi source,2,source
S1,quadgrams,HYBRID_3_5,truth.verification,less long horizon evidence,2,evidence|horizon
S1,quadgrams,HYBRID_3_5,truth.verification,multi source procurement city,2,source
S1,quadgrams,HYBRID_3_5,truth.verification,source procurement city ownership,2,source
S1,quadgrams,HYBRID_3_5,truth.verification,an escalation stress test,2,test
S1,quadgrams,HYBRID_3_5,truth.verification,acceptance testing and contract,2,testing
S1,quadgrams,HYBRID_3_5,truth.verification,added integration testing complexity,2,testing
S1,quadgrams,HYBRID_3_5,truth.verification,in documented formats include,2,documented
S1,quadgrams,HYBRID_3_5,truth.verification,documented formats include a,2,documented
S1,quadgrams,HYBRID_3_5,truth.verification,logs exportable in documented,2,documented
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,to ask verify documented,2,documented|verif|verify
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,documented formats exit transition,2,documented|transit|transition
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,documented formats priced transition,2,documented|transit|transition
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,acceptance testing and burn,2,testing
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,testing and burn in,2,testing
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,in documented formats exit,2,documented
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,rollback audit trail degraded,2,audit
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,audit trail degraded mode,2,audit
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,in documented formats priced,2,documented
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,trained and acceptance tested,2,tested
S1,quadgrams,CONTROL,truth.uncertainty_marking,waiver week review uncertain,2,uncertain
S1,quadgrams,CONTROL,truth.uncertainty_marking,week review uncertain outcome,2,uncertain
S1,quadgrams,HYBRID_3_5,truth.uncertainty_marking,avoids the most uncertain,2,uncertain
S1,quadgrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,the facts you provided,2,facts
S1,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,a staged rollout plan,2,plan|rollout|staged
S1,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,and a staged rollout,2,rollout|staged
S1,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,staged rollout plan with,2,plan|rollout|staged
S1,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,a phased start and,2,phas|phased|start
S1,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,ownership of timing plans,2,plans
S1,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,plans configs logs performance,2,plans
S1,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,timing plans configurations logs,2,plans
S1,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,plans configurations logs performance,2,plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,timing plans controller configs,3,plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,can t delay start,3,can t|start
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,t delay start constraint,2,constrain|constraint|start
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,plans time of day,2,plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,plans controller configs detector,2,plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,path to start on,2,path to|start
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,export of configs plans,2,plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,of configs plans logs,2,plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,configs plans logs documented,2,documented|plans
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,plans logs documented interfaces,2,documented|plans
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,ownership export timing plans,3,plans
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,export timing plans config,3,plans
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,timing plans config logs,3,plans
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,evp incident plans integrations,2,plans
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,a spares plan delivered,2,plan
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,spares plan delivered early,2,early|plan
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,timing plans logs and,3,plans
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,plans logs and performance,3,plans
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,a phased rollout pilot,2,phas|phased|pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,phased rollout pilot corridor,2,phas|phased|pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,time to implement detours,2,implement
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,to implement detours overrides,2,implement
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,start with a pilot,2,pilot|start
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,with a phased rollout,2,phas|phased|rollout
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,rollout pilot corridor first,2,pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,scenarios must be implemented,2,implement
S1,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,the city s constraints,2,constrain|constraints
S1,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,emergency services incident adaptive,2,adapt
S1,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,cloud exception path practical,2,practical
S1,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,is case by case,2,case by case
S1,quadgrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,the week award constraint,2,constrain|constraint
S1,quadgrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,t delay start constraint,2,constrain|constraint|start
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,is the main constraint,2,constrain|constraint
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,a viable alternative only,2,alternative|viable|viable alternative
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,viable alternative only if,2,alternative|only if|viable|viable alternative
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,cpi bound or fixed,2,bound
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,bound or fixed escalator,2,bound
S1,quadgrams,AC15,practical_considerations_and_execution.friction_and_blockers,fewest external blockers civitas,2,blockers
S1,quadgrams,AC15P,practical_considerations_and_execution.friction_and_blockers,waiver friction essential infrastructure,2,friction
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,the lowest approval friction,2,friction
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,o m cost predictability,4,cost
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,term o m cost,2,cost
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,a revised schedule that,2,schedule
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,revised schedule that still,2,schedule
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,schedule that still meets,2,schedule
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,slas incident rca timelines,2,timelines
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,timeline and required controls,3,timeline
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,with timeline and required,2,timeline
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,maintenance cost reduction vs,2,cost
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,on schedule if novagrid,2,schedule
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,schedule if novagrid can,2,schedule
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,cost to maintain the,2,cost
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,schedule exhibit with long,2,schedule
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,cost and complexity that,2,cost
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,civitas modular mitigates the,2,mitigat
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,one failure council budget,3,budget
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,failure council budget chair,3,budget
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,becomes a schedule risk,2,risk|schedule
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,schedule risk regardless of,2,risk|schedule
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,term cost continuity controls,2,cost
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,schedule risk we are,2,risk|schedule
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,reduce schedule certainty and,2,schedule
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,schedule certainty and increase,2,schedule
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,the probability of schedule,2,schedule
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,probability of schedule slip,2,schedule
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,90k annual cloud cost,2,cost
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,year s tighter budget,2,budget
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,real schedule critical path,2,schedule
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,term operating cost stability,2,cost|stability
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,net effect tighter budgets,2,budgets
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,term operating costs while,2,costs
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,operating costs while still,2,costs
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,costs while still delivering,2,costs
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,cost exposure operational maturity,2,cost|maturity
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,year cost exposure operational,2,cost
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,cost continuity protections are,2,cost
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,term cost continuity protections,2,cost
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,schedule protections milestone dates,2,schedule
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,failover adding cost time,2,cost
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,a real schedule threat,2,schedule|threat
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,real schedule threat modular,2,schedule|threat
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,timelines api access rights,2,timelines
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,now rates deliverables timelines,2,timelines
S1,quadgrams,AC15P,temporal_projection.decay_and_currency,certainty and increase lifecycle,2,lifecycle
S1,quadgrams,AC15P,temporal_projection.decay_and_currency,at end of life,2,end of life
S1,quadgrams,AC15P,temporal_projection.decay_and_currency,no longer the safe,2,no longer
S1,quadgrams,CONTROL,temporal_projection.time_horizons,long term o m,4,long term
S1,quadgrams,CONTROL,temporal_projection.time_horizons,ability to change later,2,later
S1,quadgrams,CONTROL,temporal_projection.time_horizons,interface documentation delivered early,2,early
S1,quadgrams,CONTROL,temporal_projection.time_horizons,documentation delivered early milestone,2,early
S1,quadgrams,CONTROL,temporal_projection.time_horizons,delivered early milestone based,2,early
S1,quadgrams,CONTROL,temporal_projection.time_horizons,early milestone based payments,2,early
S1,quadgrams,AC15,temporal_projection.time_horizons,a week selection window,2,window
S1,quadgrams,AC15,temporal_projection.time_horizons,more predictable near term,2,near term
S1,quadgrams,AC15,temporal_projection.time_horizons,predictable near term opex,2,near term
S1,quadgrams,AC15,temporal_projection.time_horizons,month support horizon with,2,horizon
S1,quadgrams,AC15P,temporal_projection.time_horizons,a week award window,3,window
S1,quadgrams,AC15P,temporal_projection.time_horizons,window novagrid also triggers,2,window
S1,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,predictable long term operating,3,long term
S1,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,less long horizon evidence,2,evidence|horizon
S1,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,most predictable long term,2,long term
S1,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,spares plan delivered early,2,early|plan
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,must select in weeks,2,in weeks
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,early maintenance reduction vs,2,early
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,spares delivered early a,2,early
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,early delivery of spares,2,early
S1,quadgrams,CONTROL,temporal_projection.past_present_future,to compete future components,3,future
S1,quadgrams,CONTROL,temporal_projection.past_present_future,right to compete future,2,future
S1,quadgrams,AC15P,temporal_projection.past_present_future,migrates in the future,2,future
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,deliverable not a future,2,future
S1,quadgrams,CONTROL,temporal_projection.change_and_rate,a staged rollout plan,2,plan|rollout|staged
S1,quadgrams,CONTROL,temporal_projection.change_and_rate,and a staged rollout,2,rollout|staged
S1,quadgrams,CONTROL,temporal_projection.change_and_rate,staged rollout plan with,2,plan|rollout|staged
S1,quadgrams,AC15,temporal_projection.change_and_rate,data config portability transition,4,transit|transition
S1,quadgrams,AC15,temporal_projection.change_and_rate,config portability transition assistance,3,transit|transition
S1,quadgrams,AC15,temporal_projection.change_and_rate,a phased notice to,2,phas|phased
S1,quadgrams,AC15,temporal_projection.change_and_rate,phased notice to proceed,2,phas|phased
S1,quadgrams,AC15,temporal_projection.change_and_rate,a phased start and,2,phas|phased|start
S1,quadgrams,AC15,temporal_projection.change_and_rate,in documented formats transition,2,documented|transit|transition
S1,quadgrams,AC15,temporal_projection.change_and_rate,documented formats transition assistance,2,documented|transit|transition
S1,quadgrams,AC15,temporal_projection.change_and_rate,formats transition assistance defined,2,transit|transition
S1,quadgrams,AC15P,temporal_projection.change_and_rate,transition assistance clause pre,5,transit|transition
S1,quadgrams,AC15P,temporal_projection.change_and_rate,access transition assistance clause,2,transit|transition
S1,quadgrams,AC15P,temporal_projection.change_and_rate,without punitive fees transition,2,transit|transition
S1,quadgrams,AC15P,temporal_projection.change_and_rate,punitive fees transition assistance,2,transit|transition
S1,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,pre priced transition assistance,3,transit|transition
S1,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,data export transition assistance,2,transit|transition
S1,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,transition assistance rates pre,2,transit|transition
S1,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,transition assistance rates and,2,transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,transition assistance priced now,6,transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,priced transition assistance incident,4,transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,cost exposure operational maturity,2,cost|maturity
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,a phased rollout pilot,2,phas|phased|pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,phased rollout pilot corridor,2,phas|phased|pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,exit and transition assistance,2,transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,and transition assistance priced,2,transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,documented formats exit transition,2,documented|transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,formats exit transition assistance,2,transit|transition
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,exit transition assistance priced,2,transit|transition
S1,quadgrams,CONTROL,temporal_projection.robustness_and_resilience,to preserve exit leverage,2,preserve
S1,quadgrams,AC15,temporal_projection.robustness_and_resilience,want to preserve leverage,2,preserve
S1,quadgrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,risk lock in resilience,2,resilience|risk
S1,quadgrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,term operating cost stability,2,cost|stability
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,pilot corridor prove stability,2,pilot|stability
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,stable cutover before the,2,stable
S1,quadgrams,AC15P,imagination_and_possibility.exploration_within_bounds,possible iteration it required,2,possibl|possible
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,a viable alternative only,2,alternative|viable|viable alternative
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,viable alternative only if,2,alternative|only if|viable|viable alternative
S1,quadgrams,AC15P,imagination_and_possibility.path_toward_feasibility,path to start on,2,path to|start
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,a phased rollout pilot,2,phas|phased|pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,phased rollout pilot corridor,2,phas|phased|pilot|rollout
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,a viable alternative only,2,alternative|viable|viable alternative
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,viable alternative only if,2,alternative|only if|viable|viable alternative
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,start with a pilot,2,pilot|start
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,a pilot corridor prove,2,pilot
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,pilot corridor prove stability,2,pilot|stability
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,rollout pilot corridor first,2,pilot|rollout
S1,quadgrams,AC15,surfacing.friction_exposed,fewest external blockers civitas,2,blockers
S1,quadgrams,AC15P,surfacing.friction_exposed,waiver friction essential infrastructure,2,friction
S1,quadgrams,HYBRID_3_5,surfacing.friction_exposed,the lowest approval friction,2,friction
S1,quadgrams,AC15P,surfacing.hard_limit_refusal,can t delay start,3,can t|start
S1,quadgrams,AC15P,surfacing.hard_limit_refusal,prove it won t,2,won t
S1,quadgrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,if civitas cannot meet,2,cannot
S1,quadgrams,CONTROL,surfacing.confrontation,emergency services isn t,4,isn t
S1,quadgrams,AC15,surfacing.confrontation,would make us wrong,6,wrong
S1,quadgrams,AC15,surfacing.confrontation,is permissible and doesn,2,doesn
S1,quadgrams,AC15,surfacing.confrontation,permissible and doesn t,2,doesn|doesn t
S1,quadgrams,AC15,surfacing.confrontation,make us wrong a,2,wrong
