scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,users can t correct,2,4,123,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,truth_and_fact,1,correct,,0,0.0,False,surfacing,1,can t,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,is least likely to,2,4,74,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,isolation is least likely,2,4,78,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,likely to be net,2,4,85,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,previously tried may be,2,4,98,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,,0,,,0,0.0,False,hedging,1,may,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,on demand evidence retrieval,4,4,6,11653,0.000343,1,HYBRID_SEMANTIC,4,3,0.75,,False,truth_and_fact,1,evidence,retrieval,1,0.333333,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,irrelevant outdated never use,3,4,14,11653,0.000257,1,HYBRID_SEMANTIC,3,4,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,1,outdated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,outdated never use again,3,4,16,11653,0.000257,1,HYBRID_SEMANTIC,3,4,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,1,outdated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,durable truth from exploration,2,4,58,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,imagination_and_possibility;truth_and_fact,2,exploration;truth,,0,0.0,False,imagination_and_possibility;temporal_projection;truth,3,durable;explor;exploration;truth,constraint_aligned,3,0,imagination_and_possibility:exploration_within_bounds;temporal_projection:robustness_and_resilience;truth:fact_vs_interpretation,3,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,durable truth from exploration,2,4,58,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,imagination_and_possibility;truth_and_fact,2,exploration;truth,,0,0.0,False,imagination_and_possibility;temporal_projection;truth,3,durable;explor;exploration;truth,constraint_aligned,3,0,imagination_and_possibility:exploration_within_bounds;temporal_projection:robustness_and_resilience;truth:fact_vs_interpretation,3,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,durable truth from exploration,2,4,58,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,imagination_and_possibility;truth_and_fact,2,exploration;truth,,0,0.0,False,imagination_and_possibility;temporal_projection;truth,3,durable;explor;exploration;truth,constraint_aligned,3,0,imagination_and_possibility:exploration_within_bounds;temporal_projection:robustness_and_resilience;truth:fact_vs_interpretation,3,truth,constraint_aligned,fact_vs_interpretation
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,constraints conventions glossary confirmed,2,4,43,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,confirmed;constraints,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;constrain;constraints,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,constraints conventions glossary confirmed,2,4,43,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,confirmed;constraints,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;constrain;constraints,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,truth from exploration exhaust,2,4,131,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,imagination_and_possibility;truth_and_fact,2,exploration;truth,,0,0.0,False,imagination_and_possibility;truth,2,explor;exploration;truth,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;truth:fact_vs_interpretation,2,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,truth from exploration exhaust,2,4,131,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,imagination_and_possibility;truth_and_fact,2,exploration;truth,,0,0.0,False,imagination_and_possibility;truth,2,explor;exploration;truth,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;truth:fact_vs_interpretation,2,truth,constraint_aligned,fact_vs_interpretation
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,fresh eyes constraints only,2,4,68,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,practicality_and_feasibility,1,constraints,fresh eyes,1,0.666667,False,practical_considerations_and_execution;temporal_projection,2,constrain;constraints;fresh,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;temporal_projection:decay_and_currency,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,fresh eyes constraints only,2,4,68,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,practicality_and_feasibility,1,constraints,fresh eyes,1,0.666667,False,practical_considerations_and_execution;temporal_projection,2,constrain;constraints;fresh,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;temporal_projection:decay_and_currency,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,can expire unless reaffirmed,2,4,36,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,temporal_dynamics,1,expire,,0,0.0,False,conditions;temporal_projection,2,expire;unless,constraint_aligned;cross_cutting,1,1,conditions:main;temporal_projection:decay_and_currency,2,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,can expire unless reaffirmed,2,4,36,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,temporal_dynamics,1,expire,,0,0.0,False,conditions;temporal_projection,2,expire;unless,constraint_aligned;cross_cutting,1,1,conditions:main;temporal_projection:decay_and_currency,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,active superseded links constraints,2,4,21,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,as evidence in b,2,4,26,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,by default decisions constraints,2,4,33,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,confirmed root causes fixes,2,4,41,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,truth,1,confirm;confirmed,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,constraint convention glossary learning,2,4,42,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraint,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,constraints security compliance slo,2,4,45,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,decision constraint convention glossary,2,4,48,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraint,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,default decisions constraints conventions,2,4,49,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,editable diffable source linked,2,4,60,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,truth_and_fact,1,source,,0,0.0,False,truth,1,source,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,evidence in b under,2,4,63,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,last verified at sha,2,4,80,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,truth_and_fact,1,verified,,0,0.0,False,truth,1,verif;verified,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,or stored as evidence,2,4,94,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,provenance links derived from,2,4,98,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,truth_and_fact,1,provenance,,0,0.0,False,truth,1,provenance,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,stored as evidence in,2,4,113,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,superseded links constraints security,2,4,114,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,verified at sha date,2,4,134,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,truth_and_fact,1,verified,,0,0.0,False,truth,1,verif;verified,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,verify against the current,2,4,135,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,truth_and_fact,1,verify,,0,0.0,False,truth,1,verif;verify,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,one click fresh eyes,2,4,90,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,,0,,fresh eyes,1,0.5,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,start with keyword search,2,4,110,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,start,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,you choose continuity via,2,4,146,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,temporal_dynamics,1,continuity,continuity,1,0.333333,False,autonomy_sovereignty,1,choose;you choose,cross_cutting,0,1,autonomy_sovereignty:multi_word_patterns;autonomy_sovereignty:single_word_markers,2,autonomy_sovereignty,cross_cutting,multi_word_patterns
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,you choose continuity via,2,4,146,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,temporal_dynamics,1,continuity,continuity,1,0.333333,False,autonomy_sovereignty,1,choose;you choose,cross_cutting,0,1,autonomy_sovereignty:multi_word_patterns;autonomy_sovereignty:single_word_markers,2,autonomy_sovereignty,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,feeds isolation argument risk,2,4,66,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,practicality_and_feasibility,1,risk,,0,0.0,False,warning,1,risk,cross_cutting,0,1,warning:main,1,warning,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,risk frequent retrieval of,2,4,101,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,practicality_and_feasibility,1,risk,retrieval,1,0.333333,False,warning,1,risk,cross_cutting,0,1,warning:main,1,warning,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,the risk is real,2,4,120,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,practicality_and_feasibility,1,risk,,0,0.0,False,warning,1,risk,cross_cutting,0,1,warning:main,1,warning,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,are non negotiable to,2,4,24,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,non negotiable,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,authority and always cited,2,4,31,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,,0,,,0,0.0,False,autonomy_sovereignty,1,authority,cross_cutting,0,1,autonomy_sovereignty:single_word_markers,1,autonomy_sovereignty,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,code that doesn t,2,4,40,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,,0,,code,1,0.5,False,surfacing,1,doesn;doesn t,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,docs merged code adrs,2,4,55,11653,0.000172,1,HYBRID_SEMANTIC,2,4,1.0,,False,,0,,code,1,0.25,False,smoothing,1,merged,cross_cutting,0,1,smoothing:main,1,smoothing,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,it confidently remembered wrong,2,4,79,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,,0,,,0,0.0,False,surfacing,1,wrong,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,non negotiable to avoid,2,4,89,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,,0,,,0,0.0,False,surfacing,1,non negotiable,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,that doesn t compile,2,4,117,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,doesn;doesn t,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,these are non negotiable,2,4,123,11653,0.000172,1,HYBRID_SEMANTIC,2,3,0.75,,False,,0,,,0,0.0,False,surfacing,1,non negotiable,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,tickets retrieved only when,2,4,126,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,,0,,,0,0.0,False,conditions,1,only when,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_SEMANTIC,whether chat can be,2,4,138,11653,0.000172,1,HYBRID_SEMANTIC,2,2,0.5,,False,,0,,,0,0.0,False,conditions,1,whether,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
